# time                 amplitude              uBulk                  uAxis                  tauWall                
+4.5556811338181e+00   +2.1512588263314e+00   +5.9303516998662e+00   +7.1863169303146e+00   -2.8102696238935e-02   
+4.5573541713259e+00   +2.1539067233066e+00   +5.9265626670211e+00   +7.1827098767314e+00   -2.7987178756434e-02   
+4.5590272088337e+00   +2.1565532916440e+00   +5.9227699783744e+00   +7.1790983924917e+00   -2.7871644010035e-02   
+4.5607002463415e+00   +2.1591985297109e+00   +5.9189736362656e+00   +7.1754824798235e+00   -2.7756092071006e-02   
+4.5623732838494e+00   +2.1618424358757e+00   +5.9151736430364e+00   +7.1718621409572e+00   -2.7640523010625e-02   
+4.5640463213572e+00   +2.1644850085075e+00   +5.9113700010310e+00   +7.1682373781260e+00   -2.7524936900181e-02   
+4.5657193588650e+00   +2.1671262459762e+00   +5.9075627125955e+00   +7.1646081935658e+00   -2.7409333810972e-02   
+4.5673923963729e+00   +2.1697661466525e+00   +5.9037517800785e+00   +7.1609745895153e+00   -2.7293713814309e-02   
+4.5690654338807e+00   +2.1724047089080e+00   +5.8999372058308e+00   +7.1573365682159e+00   -2.7178076981513e-02   
+4.5707384713885e+00   +2.1750419311152e+00   +5.8961189922054e+00   +7.1536941319117e+00   -2.7062423383912e-02   
+4.5724115088963e+00   +2.1776778116472e+00   +5.8922971415576e+00   +7.1500472828495e+00   -2.6946753092850e-02   
+4.5740845464042e+00   +2.1803123488781e+00   +5.8884716562448e+00   +7.1463960232789e+00   -2.6831066179676e-02   
+4.5757575839120e+00   +2.1829455411828e+00   +5.8846425386269e+00   +7.1427403554522e+00   -2.6715362715752e-02   
+4.5774306214198e+00   +2.1855773869371e+00   +5.8808097910657e+00   +7.1390802816243e+00   -2.6599642772451e-02   
+4.5791036589277e+00   +2.1882078845174e+00   +5.8769734159257e+00   +7.1354158040531e+00   -2.6483906421153e-02   
+4.5807766964355e+00   +2.1908370323011e+00   +5.8731334155731e+00   +7.1317469249988e+00   -2.6368153733251e-02   
+4.5824497339433e+00   +2.1934648286665e+00   +5.8692897923768e+00   +7.1280736467248e+00   -2.6252384780147e-02   
+4.5841227714511e+00   +2.1960912719925e+00   +5.8654425487076e+00   +7.1243959714968e+00   -2.6136599633254e-02   
+4.5857958089590e+00   +2.1987163606592e+00   +5.8615916869388e+00   +7.1207139015833e+00   -2.6020798363992e-02   
+4.5874688464668e+00   +2.2013400930471e+00   +5.8577372094457e+00   +7.1170274392558e+00   -2.5904981043795e-02   
+4.5891418839746e+00   +2.2039624675378e+00   +5.8538791186060e+00   +7.1133365867882e+00   -2.5789147744103e-02   
+4.5908149214825e+00   +2.2065834825137e+00   +5.8500174167995e+00   +7.1096413464572e+00   -2.5673298536370e-02   
+4.5924879589903e+00   +2.2092031363581e+00   +5.8461521064084e+00   +7.1059417205422e+00   -2.5557433492056e-02   
+4.5941609964981e+00   +2.2118214274550e+00   +5.8422831898169e+00   +7.1022377113253e+00   -2.5441552682633e-02   
+4.5958340340059e+00   +2.2144383541893e+00   +5.8384106694116e+00   +7.0985293210913e+00   -2.5325656179583e-02   
+4.5975070715138e+00   +2.2170539149468e+00   +5.8345345475813e+00   +7.0948165521278e+00   -2.5209744054395e-02   
+4.5991801090216e+00   +2.2196681081140e+00   +5.8306548267169e+00   +7.0910994067250e+00   -2.5093816378570e-02   
+4.6008531465294e+00   +2.2222809320784e+00   +5.8267715092116e+00   +7.0873778871758e+00   -2.4977873223618e-02   
+4.6025261840373e+00   +2.2248923852283e+00   +5.8228845974610e+00   +7.0836519957758e+00   -2.4861914661060e-02   
+4.6041992215451e+00   +2.2275024659528e+00   +5.8189940938625e+00   +7.0799217348233e+00   -2.4745940762423e-02   
+4.6058722590529e+00   +2.2301111726418e+00   +5.8151000008161e+00   +7.0761871066195e+00   -2.4629951599247e-02   
+4.6075452965607e+00   +2.2327185036862e+00   +5.8112023207239e+00   +7.0724481134678e+00   -2.4513947243079e-02   
+4.6092183340686e+00   +2.2353244574776e+00   +5.8073010559901e+00   +7.0687047576749e+00   -2.4397927765476e-02   
+4.6108913715764e+00   +2.2379290324087e+00   +5.8033962090213e+00   +7.0649570415496e+00   -2.4281893238006e-02   
+4.6125644090842e+00   +2.2405322268726e+00   +5.7994877822261e+00   +7.0612049674040e+00   -2.4165843732245e-02   
+4.6142374465921e+00   +2.2431340392637e+00   +5.7955757780154e+00   +7.0574485375523e+00   -2.4049779319776e-02   
+4.6159104840999e+00   +2.2457344679771e+00   +5.7916601988024e+00   +7.0536877543117e+00   -2.3933700072196e-02   
+4.6175835216077e+00   +2.2483335114085e+00   +5.7877410470024e+00   +7.0499226200022e+00   -2.3817606061106e-02   
+4.6192565591155e+00   +2.2509311679549e+00   +5.7838183250329e+00   +7.0461531369462e+00   -2.3701497358121e-02   
+4.6209295966234e+00   +2.2535274360139e+00   +5.7798920353137e+00   +7.0423793074688e+00   -2.3585374034861e-02   
+4.6226026341312e+00   +2.2561223139839e+00   +5.7759621802667e+00   +7.0386011338982e+00   -2.3469236162958e-02   
+4.6242756716390e+00   +2.2587158002643e+00   +5.7720287623160e+00   +7.0348186185646e+00   -2.3353083814050e-02   
+4.6259487091469e+00   +2.2613078932553e+00   +5.7680917838879e+00   +7.0310317638015e+00   -2.3236917059787e-02   
+4.6276217466547e+00   +2.2638985913580e+00   +5.7641512474111e+00   +7.0272405719448e+00   -2.3120735971826e-02   
+4.6292947841625e+00   +2.2664878929743e+00   +5.7602071553161e+00   +7.0234450453330e+00   -2.3004540621834e-02   
+4.6309678216704e+00   +2.2690757965070e+00   +5.7562595100359e+00   +7.0196451863074e+00   -2.2888331081485e-02   
+4.6326408591782e+00   +2.2716623003598e+00   +5.7523083140057e+00   +7.0158409972119e+00   -2.2772107422463e-02   
+4.6343138966860e+00   +2.2742474029371e+00   +5.7483535696627e+00   +7.0120324803933e+00   -2.2655869716461e-02   
+4.6359869341938e+00   +2.2768311026443e+00   +5.7443952794464e+00   +7.0082196382007e+00   -2.2539618035181e-02   
+4.6376599717017e+00   +2.2794133978877e+00   +5.7404334457984e+00   +7.0044024729861e+00   -2.2423352450332e-02   
+4.6393330092095e+00   +2.2819942870744e+00   +5.7364680711627e+00   +7.0005809871041e+00   -2.2307073033632e-02   
+4.6410060467173e+00   +2.2845737686124e+00   +5.7324991579853e+00   +6.9967551829121e+00   -2.2190779856809e-02   
+4.6426790842252e+00   +2.2871518409105e+00   +5.7285267087144e+00   +6.9929250627699e+00   -2.2074472991598e-02   
+4.6443521217330e+00   +2.2897285023784e+00   +5.7245507258003e+00   +6.9890906290402e+00   -2.1958152509743e-02   
+4.6460251592408e+00   +2.2923037514267e+00   +5.7205712116958e+00   +6.9852518840882e+00   -2.1841818482996e-02   
+4.6476981967486e+00   +2.2948775864669e+00   +5.7165881688555e+00   +6.9814088302819e+00   -2.1725470983118e-02   
+4.6493712342565e+00   +2.2974500059113e+00   +5.7126015997364e+00   +6.9775614699919e+00   -2.1609110081878e-02   
+4.6510442717643e+00   +2.3000210081731e+00   +5.7086115067977e+00   +6.9737098055914e+00   -2.1492735851054e-02   
+4.6527173092721e+00   +2.3025905916664e+00   +5.7046178925005e+00   +6.9698538394563e+00   -2.1376348362430e-02   
+4.6543903467800e+00   +2.3051587548061e+00   +5.7006207593084e+00   +6.9659935739651e+00   -2.1259947687800e-02   
+4.6560633842878e+00   +2.3077254960081e+00   +5.6966201096870e+00   +6.9621290114991e+00   -2.1143533898966e-02   
+4.6577364217956e+00   +2.3102908136891e+00   +5.6926159461041e+00   +6.9582601544422e+00   -2.1027107067739e-02   
+4.6594094593034e+00   +2.3128547062666e+00   +5.6886082710296e+00   +6.9543870051808e+00   -2.0910667265935e-02   
+4.6610824968113e+00   +2.3154171721591e+00   +5.6845970869358e+00   +6.9505095661040e+00   -2.0794214565381e-02   
+4.6627555343191e+00   +2.3179782097860e+00   +5.6805823962969e+00   +6.9466278396038e+00   -2.0677749037911e-02   
+4.6644285718269e+00   +2.3205378175674e+00   +5.6765642015893e+00   +6.9427418280744e+00   -2.0561270755366e-02   
+4.6661016093348e+00   +2.3230959939245e+00   +5.6725425052917e+00   +6.9388515339131e+00   -2.0444779789596e-02   
+4.6677746468426e+00   +2.3256527372793e+00   +5.6685173098849e+00   +6.9349569595196e+00   -2.0328276212459e-02   
+4.6694476843504e+00   +2.3282080460547e+00   +5.6644886178518e+00   +6.9310581072961e+00   -2.0211760095820e-02   
+4.6711207218582e+00   +2.3307619186743e+00   +5.6604564316776e+00   +6.9271549796478e+00   -2.0095231511551e-02   
+4.6727937593661e+00   +2.3333143535629e+00   +5.6564207538494e+00   +6.9232475789822e+00   -1.9978690531535e-02   
+4.6744667968739e+00   +2.3358653491459e+00   +5.6523815868567e+00   +6.9193359077096e+00   -1.9862137227658e-02   
+4.6761398343817e+00   +2.3384149038499e+00   +5.6483389331910e+00   +6.9154199682431e+00   -1.9745571671817e-02   
+4.6778128718896e+00   +2.3409630161020e+00   +5.6442927953461e+00   +6.9114997629980e+00   -1.9628993935915e-02   
+4.6794859093974e+00   +2.3435096843306e+00   +5.6402431758178e+00   +6.9075752943926e+00   -1.9512404091863e-02   
+4.6811589469052e+00   +2.3460549069646e+00   +5.6361900771041e+00   +6.9036465648478e+00   -1.9395802211581e-02   
+4.6828319844130e+00   +2.3485986824341e+00   +5.6321335017052e+00   +6.8997135767868e+00   -1.9279188366993e-02   
+4.6845050219209e+00   +2.3511410091699e+00   +5.6280734521234e+00   +6.8957763326359e+00   -1.9162562630033e-02   
+4.6861780594287e+00   +2.3536818856038e+00   +5.6240099308631e+00   +6.8918348348237e+00   -1.9045925072641e-02   
+4.6878510969365e+00   +2.3562213101685e+00   +5.6199429404309e+00   +6.8878890857814e+00   -1.8929275766766e-02   
+4.6895241344444e+00   +2.3587592812974e+00   +5.6158724833356e+00   +6.8839390879431e+00   -1.8812614784363e-02   
+4.6911971719522e+00   +2.3612957974252e+00   +5.6117985620879e+00   +6.8799848437453e+00   -1.8695942197394e-02   
+4.6928702094600e+00   +2.3638308569870e+00   +5.6077211792009e+00   +6.8760263556272e+00   -1.8579258077828e-02   
+4.6945432469678e+00   +2.3663644584192e+00   +5.6036403371898e+00   +6.8720636260305e+00   -1.8462562497642e-02   
+4.6962162844757e+00   +2.3688966001590e+00   +5.5995560385717e+00   +6.8680966573998e+00   -1.8345855528820e-02   
+4.6978893219835e+00   +2.3714272806442e+00   +5.5954682858661e+00   +6.8641254521819e+00   -1.8229137243353e-02   
+4.6995623594913e+00   +2.3739564983140e+00   +5.5913770815946e+00   +6.8601500128266e+00   -1.8112407713238e-02   
+4.7012353969992e+00   +2.3764842516082e+00   +5.5872824282808e+00   +6.8561703417860e+00   -1.7995667010480e-02   
+4.7029084345070e+00   +2.3790105389674e+00   +5.5831843284504e+00   +6.8521864415152e+00   -1.7878915207090e-02   
+4.7045814720148e+00   +2.3815353588334e+00   +5.5790827846314e+00   +6.8481983144714e+00   -1.7762152375087e-02   
+4.7062545095227e+00   +2.3840587096488e+00   +5.5749777993538e+00   +6.8442059631149e+00   -1.7645378586496e-02   
+4.7079275470305e+00   +2.3865805898569e+00   +5.5708693751499e+00   +6.8402093899082e+00   -1.7528593913349e-02   
+4.7096005845383e+00   +2.3891009979023e+00   +5.5667575145538e+00   +6.8362085973167e+00   -1.7411798427685e-02   
+4.7112736220461e+00   +2.3916199322301e+00   +5.5626422201019e+00   +6.8322035878083e+00   -1.7294992201548e-02   
+4.7129466595540e+00   +2.3941373912865e+00   +5.5585234943329e+00   +6.8281943638534e+00   -1.7178175306991e-02   
+4.7146196970618e+00   +2.3966533735188e+00   +5.5544013397873e+00   +6.8241809279252e+00   -1.7061347816073e-02   
+4.7162927345696e+00   +2.3991678773748e+00   +5.5502757590079e+00   +6.8201632824993e+00   -1.6944509800858e-02   
+4.7179657720775e+00   +2.4016809013035e+00   +5.5461467545395e+00   +6.8161414300541e+00   -1.6827661333418e-02   
+4.7196388095853e+00   +2.4041924437548e+00   +5.5420143289291e+00   +6.8121153730703e+00   -1.6710802485831e-02   
+4.7213118470931e+00   +2.4067025031794e+00   +5.5378784847259e+00   +6.8080851140315e+00   -1.6593933330182e-02   
+4.7229848846009e+00   +2.4092110780290e+00   +5.5337392244810e+00   +6.8040506554237e+00   -1.6477053938561e-02   
+4.7246579221088e+00   +2.4117181667561e+00   +5.5295965507477e+00   +6.8000119997357e+00   -1.6360164383065e-02   
+4.7263309596166e+00   +2.4142237678143e+00   +5.5254504660814e+00   +6.7959691494586e+00   -1.6243264735798e-02   
+4.7280039971244e+00   +2.4167278796580e+00   +5.5213009730396e+00   +6.7919221070862e+00   -1.6126355068868e-02   
+4.7296770346323e+00   +2.4192305007424e+00   +5.5171480741820e+00   +6.7878708751151e+00   -1.6009435454393e-02   
+4.7313500721401e+00   +2.4217316295240e+00   +5.5129917720703e+00   +6.7838154560442e+00   -1.5892505964494e-02   
+4.7330231096479e+00   +2.4242312644598e+00   +5.5088320692682e+00   +6.7797558523750e+00   -1.5775566671298e-02   
+4.7346961471557e+00   +2.4267294040080e+00   +5.5046689683417e+00   +6.7756920666118e+00   -1.5658617646941e-02   
+4.7363691846636e+00   +2.4292260466275e+00   +5.5005024718589e+00   +6.7716241012613e+00   -1.5541658963561e-02   
+4.7380422221714e+00   +2.4317211907784e+00   +5.4963325823897e+00   +6.7675519588328e+00   -1.5424690693305e-02   
+4.7397152596792e+00   +2.4342148349215e+00   +5.4921593025065e+00   +6.7634756418382e+00   -1.5307712908325e-02   
+4.7413882971871e+00   +2.4367069775185e+00   +5.4879826347835e+00   +6.7593951527921e+00   -1.5190725680778e-02   
+4.7430613346949e+00   +2.4391976170323e+00   +5.4838025817970e+00   +6.7553104942114e+00   -1.5073729082829e-02   
+4.7447343722027e+00   +2.4416867519264e+00   +5.4796191461256e+00   +6.7512216686158e+00   -1.4956723186646e-02   
+4.7464074097105e+00   +2.4441743806655e+00   +5.4754323303498e+00   +6.7471286785274e+00   -1.4839708064405e-02   
+4.7480804472184e+00   +2.4466605017149e+00   +5.4712421370522e+00   +6.7430315264711e+00   -1.4722683788286e-02   
+4.7497534847262e+00   +2.4491451135413e+00   +5.4670485688176e+00   +6.7389302149742e+00   -1.4605650430476e-02   
+4.7514265222340e+00   +2.4516282146119e+00   +5.4628516282327e+00   +6.7348247465665e+00   -1.4488608063168e-02   
+4.7530995597419e+00   +2.4541098033950e+00   +5.4586513178865e+00   +6.7307151237805e+00   -1.4371556758557e-02   
+4.7547725972497e+00   +2.4565898783600e+00   +5.4544476403699e+00   +6.7266013491513e+00   -1.4254496588849e-02   
+4.7564456347575e+00   +2.4590684379768e+00   +5.4502405982759e+00   +6.7224834252163e+00   -1.4137427626251e-02   
+4.7581186722653e+00   +2.4615454807167e+00   +5.4460301941997e+00   +6.7183613545159e+00   -1.4020349942977e-02   
+4.7597917097732e+00   +2.4640210050516e+00   +5.4418164307384e+00   +6.7142351395926e+00   -1.3903263611247e-02   
+4.7614647472810e+00   +2.4664950094546e+00   +5.4375993104913e+00   +6.7101047829917e+00   -1.3786168703285e-02   
+4.7631377847888e+00   +2.4689674923996e+00   +5.4333788360598e+00   +6.7059702872611e+00   -1.3669065291322e-02   
+4.7648108222967e+00   +2.4714384523613e+00   +5.4291550100473e+00   +6.7018316549510e+00   -1.3551953447592e-02   
+4.7664838598045e+00   +2.4739078878157e+00   +5.4249278350591e+00   +6.6976888886145e+00   -1.3434833244337e-02   
+4.7681568973123e+00   +2.4763757972393e+00   +5.4206973137029e+00   +6.6935419908069e+00   -1.3317704753802e-02   
+4.7698299348201e+00   +2.4788421791100e+00   +5.4164634485882e+00   +6.6893909640864e+00   -1.3200568048237e-02   
+4.7715029723280e+00   +2.4813070319062e+00   +5.4122262423268e+00   +6.6852358110134e+00   -1.3083423199899e-02   
+4.7731760098358e+00   +2.4837703541076e+00   +5.4079856975322e+00   +6.6810765341510e+00   -1.2966270281047e-02   
+4.7748490473436e+00   +2.4862321441947e+00   +5.4037418168204e+00   +6.6769131360650e+00   -1.2849109363949e-02   
+4.7765220848515e+00   +2.4886924006488e+00   +5.3994946028091e+00   +6.6727456193235e+00   -1.2731940520875e-02   
+4.7781951223593e+00   +2.4911511219525e+00   +5.3952440581182e+00   +6.6685739864972e+00   -1.2614763824100e-02   
+4.7798681598671e+00   +2.4936083065889e+00   +5.3909901853698e+00   +6.6643982401595e+00   -1.2497579345905e-02   
+4.7815411973750e+00   +2.4960639530425e+00   +5.3867329871877e+00   +6.6602183828860e+00   -1.2380387158575e-02   
+4.7832142348828e+00   +2.4985180597984e+00   +5.3824724661981e+00   +6.6560344172552e+00   -1.2263187334400e-02   
+4.7848872723906e+00   +2.5009706253428e+00   +5.3782086250290e+00   +6.6518463458480e+00   -1.2145979945675e-02   
+4.7865603098984e+00   +2.5034216481629e+00   +5.3739414663107e+00   +6.6476541712478e+00   -1.2028765064699e-02   
+4.7882333474063e+00   +2.5058711267468e+00   +5.3696709926752e+00   +6.6434578960404e+00   -1.1911542763777e-02   
+4.7899063849141e+00   +2.5083190595834e+00   +5.3653972067569e+00   +6.6392575228144e+00   -1.1794313115217e-02   
+4.7915794224219e+00   +2.5107654451628e+00   +5.3611201111920e+00   +6.6350530541608e+00   -1.1677076191331e-02   
+4.7932524599298e+00   +2.5132102819759e+00   +5.3568397086188e+00   +6.6308444926732e+00   -1.1559832064439e-02   
+4.7949254974376e+00   +2.5156535685147e+00   +5.3525560016778e+00   +6.6266318409474e+00   -1.1442580806861e-02   
+4.7965985349454e+00   +2.5180953032719e+00   +5.3482689930113e+00   +6.6224151015823e+00   -1.1325322490925e-02   
+4.7982715724532e+00   +2.5205354847415e+00   +5.3439786852637e+00   +6.6181942771787e+00   -1.1208057188960e-02   
+4.7999446099611e+00   +2.5229741114181e+00   +5.3396850810817e+00   +6.6139693703404e+00   -1.1090784973303e-02   
+4.8016176474689e+00   +2.5254111817975e+00   +5.3353881831135e+00   +6.6097403836735e+00   -1.0973505916292e-02   
+4.8032906849767e+00   +2.5278466943764e+00   +5.3310879940099e+00   +6.6055073197866e+00   -1.0856220090272e-02   
+4.8049637224846e+00   +2.5302806476525e+00   +5.3267845164234e+00   +6.6012701812909e+00   -1.0738927567589e-02   
+4.8066367599924e+00   +2.5327130401243e+00   +5.3224777530085e+00   +6.5970289708001e+00   -1.0621628420597e-02   
+4.8083097975002e+00   +2.5351438702915e+00   +5.3181677064219e+00   +6.5927836909304e+00   -1.0504322721650e-02   
+4.8099828350080e+00   +2.5375731366546e+00   +5.3138543793223e+00   +6.5885343443005e+00   -1.0387010543110e-02   
+4.8116558725159e+00   +2.5400008377150e+00   +5.3095377743703e+00   +6.5842809335315e+00   -1.0269691957339e-02   
+4.8133289100237e+00   +2.5424269719754e+00   +5.3052178942287e+00   +6.5800234612472e+00   -1.0152367036706e-02   
+4.8150019475315e+00   +2.5448515379390e+00   +5.3008947415621e+00   +6.5757619300739e+00   -1.0035035853584e-02   
+4.8166749850394e+00   +2.5472745341103e+00   +5.2965683190373e+00   +6.5714963426402e+00   -9.9176984803467e-03   
+4.8183480225472e+00   +2.5496959589948e+00   +5.2922386293230e+00   +6.5672267015774e+00   -9.8003549893749e-03   
+4.8200210600550e+00   +2.5521158110986e+00   +5.2879056750900e+00   +6.5629530095193e+00   -9.6830054530518e-03   
